window,window_mid,side,feature,label,beta,se,lo95,hi95,sign_convention
2009-2011,2010.0,O,fg3_miss,3P miss (offense),0.11540986514345847,0.11358556436185913,-0.10721784100578541,0.33803757129270234,D flipped: positive = good on both sides
2012-2014,2013.0,O,fg3_miss,3P miss (offense),0.02331835922990859,0.10280238995733634,-0.17817432508647063,0.22481104354628784,D flipped: positive = good on both sides
2015-2017,2016.0,O,fg3_miss,3P miss (offense),-0.12447231934275316,0.09594701864246284,-0.3125284758819803,0.06358383719647401,D flipped: positive = good on both sides
2018-2020,2019.0,O,fg3_miss,3P miss (offense),0.1355757824399703,0.08876873904595887,-0.038410946090109116,0.3095625109700497,D flipped: positive = good on both sides
2021-2023,2022.0,O,fg3_miss,3P miss (offense),-0.25011973152837896,0.07967277550221735,-0.40627837151272495,-0.09396109154403295,D flipped: positive = good on both sides
2024-2026,2025.0,O,fg3_miss,3P miss (offense),-0.1354896577585745,0.08091536458179285,-0.2940837723388885,0.023104456821739505,D flipped: positive = good on both sides
1997-1999,1998.0,O,fg3m,3PM (offense),0.47857527813340606,0.205628857305613,0.07554271781440458,0.8816078384524075,D flipped: positive = good on both sides
2000-2002,2001.0,O,fg3m,3PM (offense),1.2730280540620305,0.209591255622804,0.8622291930413346,1.6838269150827263,D flipped: positive = good on both sides
2003-2005,2004.0,O,fg3m,3PM (offense),0.9516863072582581,0.21541793181165486,0.5294671609074146,1.3739054536091015,D flipped: positive = good on both sides
2006-2008,2007.0,O,fg3m,3PM (offense),1.0642508710941643,0.19079912489859413,0.6902845862929198,1.4382171558954089,D flipped: positive = good on both sides
2009-2011,2010.0,O,fg3m,3PM (offense),0.949585889604715,0.18492373199878498,0.5871353748870964,1.3120364043223336,D flipped: positive = good on both sides
2012-2014,2013.0,O,fg3m,3PM (offense),0.9490521794279956,0.1635911784029121,0.6284134697582879,1.2696908890977032,D flipped: positive = good on both sides
2015-2017,2016.0,O,fg3m,3PM (offense),1.217237653590241,0.1580508333779007,0.9074580201695556,1.5270172870109264,D flipped: positive = good on both sides
2018-2020,2019.0,O,fg3m,3PM (offense),0.7276818053944445,0.14480923743080862,0.4438557000300596,1.0115079107588294,D flipped: positive = good on both sides
2021-2023,2022.0,O,fg3m,3PM (offense),1.1230127112822912,0.123220710043338,0.8815001195973488,1.3645253029672337,D flipped: positive = good on both sides
2024-2026,2025.0,O,fg3m,3PM (offense),0.9986164369566826,0.12588692220330827,0.7518780694381983,1.2453548044751668,D flipped: positive = good on both sides
1997-1999,1998.0,O,ft_miss,FT miss (offense),-0.16387234692719677,0.15403671341721226,-0.4657843052249328,0.13803961137053927,D flipped: positive = good on both sides
2000-2002,2001.0,O,ft_miss,FT miss (offense),-0.23334005532254706,0.15517320809988971,-0.5374795431983309,0.07079943255323676,D flipped: positive = good on both sides
2003-2005,2004.0,O,ft_miss,FT miss (offense),-0.2814209747760679,0.1475760990248337,-0.570670128864742,0.007828179312606154,D flipped: positive = good on both sides
2006-2008,2007.0,O,ft_miss,FT miss (offense),-0.4509963687833528,0.1422566940933429,-0.7298194892063049,-0.1721732483604007,D flipped: positive = good on both sides
2009-2011,2010.0,O,ft_miss,FT miss (offense),-0.24058796913788175,0.15736922049432808,-0.5490316413067647,0.06785570303100127,D flipped: positive = good on both sides
2012-2014,2013.0,O,ft_miss,FT miss (offense),-0.5202571156269638,0.1546338275346816,-0.8233394175949397,-0.21717481365898783,D flipped: positive = good on both sides
2015-2017,2016.0,O,ft_miss,FT miss (offense),-0.30638920319043744,0.1460013505807923,-0.5925518503287903,-0.02022655605208451,D flipped: positive = good on both sides
2018-2020,2019.0,O,ft_miss,FT miss (offense),-0.4562226490981014,0.18047784654875226,-0.8099592283336559,-0.10248606986254699,D flipped: positive = good on both sides
2021-2023,2022.0,O,ft_miss,FT miss (offense),-0.8034653057450625,0.1829763176408762,-1.1620988883211798,-0.4448317231689451,D flipped: positive = good on both sides
2024-2026,2025.0,O,ft_miss,FT miss (offense),-0.5253974018959927,0.20972264301024204,-0.9364537821960671,-0.1143410215959183,D flipped: positive = good on both sides
1997-1999,1998.0,O,ftm,FTM (offense),0.5733358942555029,0.06920149425623574,0.43770096551328086,0.708970822997725,D flipped: positive = good on both sides
2000-2002,2001.0,O,ftm,FTM (offense),0.6228191260258888,0.07037859383147067,0.48487708211620634,0.7607611699355714,D flipped: positive = good on both sides
2003-2005,2004.0,O,ftm,FTM (offense),0.6601568662267,0.06214993413055057,0.5383429953308209,0.7819707371225791,D flipped: positive = good on both sides
2006-2008,2007.0,O,ftm,FTM (offense),0.6736907113500874,0.06143018463744332,0.5532875494606985,0.7940938732394763,D flipped: positive = good on both sides
2009-2011,2010.0,O,ftm,FTM (offense),0.5762629939612751,0.06218602134503057,0.4543783921250152,0.698147595797535,D flipped: positive = good on both sides
2012-2014,2013.0,O,ftm,FTM (offense),0.6253498746362656,0.06470426732878001,0.49852951067185675,0.7521702386006743,D flipped: positive = good on both sides
2015-2017,2016.0,O,ftm,FTM (offense),0.5904778955859129,0.06247968121272336,0.4680177204089751,0.7129380707628507,D flipped: positive = good on both sides
2018-2020,2019.0,O,ftm,FTM (offense),0.5868759972049045,0.06700938555156974,0.4555376015238278,0.7182143928859812,D flipped: positive = good on both sides
2021-2023,2022.0,O,ftm,FTM (offense),0.6997776804177114,0.06495922107546494,0.5724576071098001,0.8270977537256227,D flipped: positive = good on both sides
2024-2026,2025.0,O,ftm,FTM (offense),0.6552712143113135,0.07004649100183692,0.5179800919477131,0.7925623366749139,D flipped: positive = good on both sides
1997-1999,1998.0,O,orb,ORB (offense),0.3186142470272048,0.09645724334805628,0.1295580500650145,0.5076704439893951,D flipped: positive = good on both sides
2000-2002,2001.0,O,orb,ORB (offense),0.38772884381271533,0.09662457704427467,0.19834467280593698,0.5771130148194936,D flipped: positive = good on both sides
2003-2005,2004.0,O,orb,ORB (offense),0.514384259008227,0.0971215677020779,0.32402598631215435,0.7047425317042997,D flipped: positive = good on both sides
2006-2008,2007.0,O,orb,ORB (offense),0.49225719686947944,0.09854201969741544,0.29911483826254515,0.6853995554764137,D flipped: positive = good on both sides
2009-2011,2010.0,O,orb,ORB (offense),0.5764443204060397,0.09931920339488506,0.381778681752065,0.7711099590600143,D flipped: positive = good on both sides
2012-2014,2013.0,O,orb,ORB (offense),0.41338054369104515,0.09133121621279577,0.23437135991396543,0.5923897274681249,D flipped: positive = good on both sides
2015-2017,2016.0,O,orb,ORB (offense),0.4771031101899776,0.09544758996312551,0.29002583386225156,0.6641803865177036,D flipped: positive = good on both sides
2018-2020,2019.0,O,orb,ORB (offense),0.6226783817370299,0.10400912644826583,0.4188204938984289,0.826536269575631,D flipped: positive = good on both sides
2021-2023,2022.0,O,orb,ORB (offense),0.7194429373100137,0.09639555721645901,0.5305076451657541,0.9083782294542734,D flipped: positive = good on both sides
2024-2026,2025.0,O,orb,ORB (offense),0.5758622761375992,0.08650686665920912,0.40630881748554937,0.7454157347896491,D flipped: positive = good on both sides
1997-1999,1998.0,O,pf,PF (offense),-0.2961992574532624,0.07081228437671767,-0.43499133483162905,-0.1574071800748958,D flipped: positive = good on both sides
2000-2002,2001.0,O,pf,PF (offense),-0.35573299299279804,0.06625152668065912,-0.4855859852868899,-0.22588000069870617,D flipped: positive = good on both sides
2003-2005,2004.0,O,pf,PF (offense),-0.3144107831584708,0.07166493750691635,-0.45487406067202685,-0.17394750564491476,D flipped: positive = good on both sides
2006-2008,2007.0,O,pf,PF (offense),-0.24148251754393218,0.07082451667617692,-0.38029857022923896,-0.1026664648586254,D flipped: positive = good on both sides
2009-2011,2010.0,O,pf,PF (offense),-0.2743010911623006,0.07076375941250752,-0.41299805961081537,-0.13560412271378586,D flipped: positive = good on both sides
2012-2014,2013.0,O,pf,PF (offense),-0.29726226932509126,0.0784899661825055,-0.45110260304280203,-0.14342193560738048,D flipped: positive = good on both sides
2015-2017,2016.0,O,pf,PF (offense),-0.4094978653244137,0.08407327524777244,-0.5742814848100477,-0.24471424583877968,D flipped: positive = good on both sides
2018-2020,2019.0,O,pf,PF (offense),-0.3693043745541181,0.09313201395505533,-0.5518431219060265,-0.18676562720220963,D flipped: positive = good on both sides
2021-2023,2022.0,O,pf,PF (offense),-0.23940324301046045,0.09603520796368757,-0.4276322506192881,-0.05117423540163282,D flipped: positive = good on both sides
2024-2026,2025.0,O,pf,PF (offense),-0.16206126369369006,0.09936224281412726,-0.3568112596093795,0.03268873222199936,D flipped: positive = good on both sides
1997-1999,1998.0,O,stl,STL (offense),0.3252164302835521,0.16605939891613822,-0.00025999159207878986,0.650692852159183,D flipped: positive = good on both sides
2000-2002,2001.0,O,stl,STL (offense),0.522285851045607,0.17930326363067503,0.17085145432948395,0.8737202477617301,D flipped: positive = good on both sides
2003-2005,2004.0,O,stl,STL (offense),0.2889950341773067,0.17714556570447837,-0.05821027460347089,0.6362003429580843,D flipped: positive = good on both sides
2006-2008,2007.0,O,stl,STL (offense),0.8019585748490694,0.19290286332997778,0.42386896272231295,1.180048186975826,D flipped: positive = good on both sides
2009-2011,2010.0,O,stl,STL (offense),0.4791669081485757,0.19057332284758838,0.10564319536730249,0.8526906209298489,D flipped: positive = good on both sides
2012-2014,2013.0,O,stl,STL (offense),0.7836122396702513,0.1822707146107552,0.4263616390331711,1.1408628403073315,D flipped: positive = good on both sides
2015-2017,2016.0,O,stl,STL (offense),0.7887081604552675,0.17929897371138828,0.43728217198094643,1.1401341489295884,D flipped: positive = good on both sides
2018-2020,2019.0,O,stl,STL (offense),0.09546365000443854,0.19061926376236285,-0.2781501069697926,0.46907740697866973,D flipped: positive = good on both sides
2021-2023,2022.0,O,stl,STL (offense),0.5242675260540796,0.22071146005207223,0.091673064352018,0.9568619877561411,D flipped: positive = good on both sides
2024-2026,2025.0,O,stl,STL (offense),0.5277303068595162,0.19594775061551686,0.14367271565310313,0.9117878980659292,D flipped: positive = good on both sides
1997-1999,1998.0,O,tov,TOV (offense),-0.7560450010717105,0.14437919028827506,-1.0390282140367295,-0.47306178810669136,D flipped: positive = good on both sides
2000-2002,2001.0,O,tov,TOV (offense),-1.0119985843944743,0.13774857911924474,-1.281985799468194,-0.7420113693207546,D flipped: positive = good on both sides
2003-2005,2004.0,O,tov,TOV (offense),-0.8251622570512278,0.13553555882438645,-1.0908119523470252,-0.5595125617554304,D flipped: positive = good on both sides
2006-2008,2007.0,O,tov,TOV (offense),-0.49647516574056694,0.14482337774494977,-0.7803289861206685,-0.2126213453604654,D flipped: positive = good on both sides
2009-2011,2010.0,O,tov,TOV (offense),-0.6286441256528197,0.14212560113524214,-0.9072103038778943,-0.3500779474277451,D flipped: positive = good on both sides
2012-2014,2013.0,O,tov,TOV (offense),-0.6742772138483235,0.1408549942584834,-0.9503530025949509,-0.39820142510169604,D flipped: positive = good on both sides
2015-2017,2016.0,O,tov,TOV (offense),-0.5918136095480011,0.1316535282123975,-0.8498545248443002,-0.333772694251702,D flipped: positive = good on both sides
2018-2020,2019.0,O,tov,TOV (offense),-0.5181100701581031,0.14130913720216814,-0.7950759790743527,-0.2411441612418535,D flipped: positive = good on both sides
2021-2023,2022.0,O,tov,TOV (offense),-0.6002999251977595,0.1326813182958454,-0.8603553090576166,-0.34024454133790255,D flipped: positive = good on both sides
2024-2026,2025.0,O,tov,TOV (offense),-0.8251807468643211,0.13363606054474572,-1.0871074255320226,-0.5632540681966195,D flipped: positive = good on both sides
